Movie_Title,Domestic,International,Budget,Distributor,MPAA-Rating,Runtime,Genres,Release_Year
Yes Man,97690976,125550661,70000000.0,Warner Bros.,PG-13,104,Comedy,2008
Yes Man,97690976,125550661,70000000.0,Warner Bros.,PG-13,104,Romance,2008
Step Up 2: The Streets,58017783,92798917,36000000.0,Walt Disney Studios Motion Pictures,PG-13,98,Drama,2008
Step Up 2: The Streets,58017783,92798917,36000000.0,Walt Disney Studios Motion Pictures,PG-13,98,Music,2008
Step Up 2: The Streets,58017783,92798917,36000000.0,Walt Disney Studios Motion Pictures,PG-13,98,Romance,2008
Saw V,56746769,57117290,10800000.0,Lionsgate,R,92,Crime,2008
Saw V,56746769,57117290,10800000.0,Lionsgate,R,92,Horror,2008
Saw V,56746769,57117290,10800000.0,Lionsgate,R,92,Mystery,2008
Saw V,56746769,57117290,10800000.0,Lionsgate,R,92,Thriller,2008
Bedtime Stories,110101975,102772889,80000000.0,Walt Disney Studios Motion Pictures,PG,99,Adventure,2008
Bedtime Stories,110101975,102772889,80000000.0,Walt Disney Studios Motion Pictures,PG,99,Comedy,2008
Bedtime Stories,110101975,102772889,80000000.0,Walt Disney Studios Motion Pictures,PG,99,Family,2008
Bedtime Stories,110101975,102772889,80000000.0,Walt Disney Studios Motion Pictures,PG,99,Fantasy,2008
Bedtime Stories,110101975,102772889,80000000.0,Walt Disney Studios Motion Pictures,PG,99,Romance,2008
Bedtime Stories,110101975,102772889,80000000.0,Walt Disney Studios Motion Pictures,PG,99,Sci-Fi,2008
The Curious Case of Benjamin Button,127509326,208293460,150000000.0,Paramount Pictures,PG-13,166,Drama,2008
The Curious Case of Benjamin Button,127509326,208293460,150000000.0,Paramount Pictures,PG-13,166,Fantasy,2008
The Curious Case of Benjamin Button,127509326,208293460,150000000.0,Paramount Pictures,PG-13,166,Romance,2008
The Strangers,52597610,29812846,9000000.0,Rogue Pictures,R,86,Horror,2008
The Strangers,52597610,29812846,9000000.0,Rogue Pictures,R,86,Mystery,2008
The Strangers,52597610,29812846,9000000.0,Rogue Pictures,R,86,Thriller,2008
The Forbidden Kingdom,52075270,76704712,36000000.0,Lionsgate,PG-13,104,Action,2008
The Forbidden Kingdom,52075270,76704712,36000000.0,Lionsgate,PG-13,104,Adventure,2008
The Forbidden Kingdom,52075270,76704712,36000000.0,Lionsgate,PG-13,104,Fantasy,2008
The House Bunny,48237389,22202307,25000000.0,Sony Pictures Entertainment (SPE),PG-13,97,Comedy,2008
The House Bunny,48237389,22202307,25000000.0,Sony Pictures Entertainment (SPE),PG-13,97,Romance,2008
Nim's Island,48006762,52097803,37000000.0,Twentieth Century Fox,PG,96,Adventure,2008
Nim's Island,48006762,52097803,37000000.0,Twentieth Century Fox,PG,96,Comedy,2008
Nim's Island,48006762,52097803,37000000.0,Twentieth Century Fox,PG,96,Drama,2008
Nim's Island,48006762,52097803,37000000.0,Twentieth Century Fox,PG,96,Family,2008
Nim's Island,48006762,52097803,37000000.0,Twentieth Century Fox,PG,96,Fantasy,2008
Made of Honor,46012734,60394938,40000000.0,Sony Pictures Entertainment (SPE),PG-13,101,Comedy,2008
Made of Honor,46012734,60394938,40000000.0,Sony Pictures Entertainment (SPE),PG-13,101,Romance,2008
Seven Pounds,69951824,99797105,55000000.0,Sony Pictures Entertainment (SPE),PG-13,123,Drama,2008
College Road Trip,45610425,5939249,36000000.0,Walt Disney Studios Motion Pictures,Not Rated,83,Adventure,2008
College Road Trip,45610425,5939249,36000000.0,Walt Disney Studios Motion Pictures,Not Rated,83,Comedy,2008
College Road Trip,45610425,5939249,36000000.0,Walt Disney Studios Motion Pictures,Not Rated,83,Drama,2008
College Road Trip,45610425,5939249,36000000.0,Walt Disney Studios Motion Pictures,Not Rated,83,Family,2008
Australia,49554002,162233509,130000000.0,Twentieth Century Fox,PG-13,165,Adventure,2008
Australia,49554002,162233509,130000000.0,Twentieth Century Fox,PG-13,165,Comedy,2008
Australia,49554002,162233509,130000000.0,Twentieth Century Fox,PG-13,165,Drama,2008
Australia,49554002,162233509,130000000.0,Twentieth Century Fox,PG-13,165,Romance,2008
Australia,49554002,162233509,130000000.0,Twentieth Century Fox,PG-13,165,War,2008
Australia,49554002,162233509,130000000.0,Twentieth Century Fox,PG-13,165,Western,2008
The Sisterhood of the Traveling Pants 2,44089964,262453,27000000.0,Warner Bros.,PG-13,119,Comedy,2008
The Sisterhood of the Traveling Pants 2,44089964,262453,27000000.0,Warner Bros.,PG-13,119,Drama,2008
The Sisterhood of the Traveling Pants 2,44089964,262453,27000000.0,Warner Bros.,PG-13,119,Romance,2008
Speed Racer,43945766,50000000,120000000.0,Warner Bros.,PG,135,Action,2008
Speed Racer,43945766,50000000,120000000.0,Warner Bros.,PG,135,Adventure,2008
Speed Racer,43945766,50000000,120000000.0,Warner Bros.,PG,135,Comedy,2008
Speed Racer,43945766,50000000,120000000.0,Warner Bros.,PG,135,Drama,2008
Speed Racer,43945766,50000000,120000000.0,Warner Bros.,PG,135,Family,2008
Speed Racer,43945766,50000000,120000000.0,Warner Bros.,PG,135,Sci-Fi,2008
Speed Racer,43945766,50000000,120000000.0,Warner Bros.,PG,135,Sport,2008
Prom Night,43869350,13328526,20000000.0,Screen Gems,PG-13,88,Horror,2008
Prom Night,43869350,13328526,20000000.0,Screen Gems,PG-13,88,Mystery,2008
Rambo,42754105,70490185,50000000.0,Lionsgate,R,92,Action,2008
Rambo,42754105,70490185,50000000.0,Lionsgate,R,92,Thriller,2008
"Welcome Home, Roscoe Jenkins",42436517,1218901,35000000.0,Universal Pictures,PG-13,104,Comedy,2008
"Welcome Home, Roscoe Jenkins",42436517,1218901,35000000.0,Universal Pictures,PG-13,104,Romance,2008
Meet the Browns,41975388,41975388,36000000.0,Lionsgate,PG-13,100,Comedy,2008
Meet the Browns,41975388,41975388,36000000.0,Lionsgate,PG-13,100,Drama,2008
Meet the Browns,41975388,41975388,36000000.0,Lionsgate,PG-13,100,Romance,2008
Nights in Rodanthe,41850659,42524687,36000000.0,Warner Bros.,PG-13,97,Drama,2008
Nights in Rodanthe,41850659,42524687,36000000.0,Warner Bros.,PG-13,97,Romance,2008
Valkyrie,83077833,118467684,75000000.0,United Artists,PG-13,121,Drama,2008
Valkyrie,83077833,118467684,75000000.0,United Artists,PG-13,121,History,2008
Valkyrie,83077833,118467684,75000000.0,United Artists,PG-13,121,Thriller,2008
Valkyrie,83077833,118467684,75000000.0,United Artists,PG-13,121,War,2008
Max Payne,40689393,46377537,35000000.0,Twentieth Century Fox,PG-13,100,Action,2008
Max Payne,40689393,46377537,35000000.0,Twentieth Century Fox,PG-13,100,Crime,2008
Max Payne,40689393,46377537,35000000.0,Twentieth Century Fox,PG-13,100,Drama,2008
Max Payne,40689393,46377537,35000000.0,Twentieth Century Fox,PG-13,100,Thriller,2008
Righteous Kill,40081410,38379289,60000000.0,Overture Films,R,101,Crime,2008
Righteous Kill,40081410,38379289,60000000.0,Overture Films,R,101,Drama,2008
Righteous Kill,40081410,38379289,60000000.0,Overture Films,R,101,Mystery,2008
Righteous Kill,40081410,38379289,60000000.0,Overture Films,R,101,Thriller,2008
There Will Be Blood,40222514,35959031,25000000.0,Paramount Vantage,R,158,Drama,2007
Lakeview Terrace,39263506,5391496,20000000.0,Screen Gems,Not Rated,110,Crime,2008
Lakeview Terrace,39263506,5391496,20000000.0,Screen Gems,Not Rated,110,Drama,2008
Lakeview Terrace,39263506,5391496,20000000.0,Screen Gems,Not Rated,110,Thriller,2008
Body of Lies,39394666,76506231,70000000.0,Warner Bros.,R,128,Action,2008
Body of Lies,39394666,76506231,70000000.0,Warner Bros.,R,128,Drama,2008
Body of Lies,39394666,76506231,70000000.0,Warner Bros.,R,128,Thriller,2008
Meet the Spartans,38233676,47663917,36000000.0,Twentieth Century Fox,PG-13,87,Comedy,2008
Meet the Spartans,38233676,47663917,36000000.0,Twentieth Century Fox,PG-13,87,Fantasy,2008
Harold & Kumar Escape from Guantanamo Bay,38108728,5387160,12000000.0,Warner Bros.,R,114,Adventure,2008
Harold & Kumar Escape from Guantanamo Bay,38108728,5387160,12000000.0,Warner Bros.,R,114,Comedy,2008
First Sunday,37931869,878442,36000000.0,Screen Gems,PG-13,98,Comedy,2008
First Sunday,37931869,878442,36000000.0,Screen Gems,PG-13,98,Crime,2008
First Sunday,37931869,878442,36000000.0,Screen Gems,PG-13,98,Drama,2008
The Secret Life of Bees,37770162,2182275,11000000.0,Fox Searchlight Pictures,PG-13,114,Drama,2008
The Family That Preys,37105289,37105289,36000000.0,Lionsgate,PG-13,111,Drama,2008
Death Race,36316032,39698303,45000000.0,Universal Pictures,R,105,Action,2008
Death Race,36316032,39698303,45000000.0,Universal Pictures,R,105,Sci-Fi,2008
Death Race,36316032,39698303,45000000.0,Universal Pictures,R,105,Thriller,2008
Changeling,35739802,77658435,55000000.0,Universal Pictures,R,141,Biography,2008
Changeling,35739802,77658435,55000000.0,Universal Pictures,R,141,Crime,2008
Changeling,35739802,77658435,55000000.0,Universal Pictures,R,141,Drama,2008
Changeling,35739802,77658435,55000000.0,Universal Pictures,R,141,History,2008
Changeling,35739802,77658435,55000000.0,Universal Pictures,R,141,Mystery,2008
Changeling,35739802,77658435,55000000.0,Universal Pictures,R,141,Thriller,2008
Star Wars: The Clone Wars,35161554,33121290,36000000.0,Warner Bros.,PG,98,Action,2008
Star Wars: The Clone Wars,35161554,33121290,36000000.0,Warner Bros.,PG,98,Adventure,2008
Star Wars: The Clone Wars,35161554,33121290,36000000.0,Warner Bros.,PG,98,Animation,2008
Star Wars: The Clone Wars,35161554,33121290,36000000.0,Warner Bros.,PG,98,Family,2008
Star Wars: The Clone Wars,35161554,33121290,36000000.0,Warner Bros.,PG,98,Fantasy,2008
Star Wars: The Clone Wars,35161554,33121290,36000000.0,Warner Bros.,PG,98,Sci-Fi,2008
The Tale of Despereaux,50877145,36080135,60000000.0,Universal Pictures,Not Rated,93,Adventure,2008
The Tale of Despereaux,50877145,36080135,60000000.0,Universal Pictures,Not Rated,93,Animation,2008
The Tale of Despereaux,50877145,36080135,60000000.0,Universal Pictures,Not Rated,93,Comedy,2008
The Tale of Despereaux,50877145,36080135,60000000.0,Universal Pictures,Not Rated,93,Family,2008
The Tale of Despereaux,50877145,36080135,60000000.0,Universal Pictures,Not Rated,93,Fantasy,2008
Semi-Pro,33479698,10524804,36000000.0,New Line Cinema,R,91,Comedy,2008
Semi-Pro,33479698,10524804,36000000.0,New Line Cinema,R,91,Sport,2008
Fireproof,33456317,16980,500000.0,The Samuel Goldwyn Company,PG,122,Drama,2008
Fireproof,33456317,16980,500000.0,The Samuel Goldwyn Company,PG,122,Fantasy,2008
Fireproof,33456317,16980,500000.0,The Samuel Goldwyn Company,PG,122,Romance,2008
Drillbit Taylor,32862104,17082221,36000000.0,Paramount Pictures,PG-13,110,Action,2008
Drillbit Taylor,32862104,17082221,36000000.0,Paramount Pictures,PG-13,110,Comedy,2008
Drillbit Taylor,32862104,17082221,36000000.0,Paramount Pictures,PG-13,110,Crime,2008
"Definitely, Maybe",32241649,23748650,36000000.0,Universal Pictures,PG-13,112,Comedy,2008
"Definitely, Maybe",32241649,23748650,36000000.0,Universal Pictures,PG-13,112,Drama,2008
"Definitely, Maybe",32241649,23748650,36000000.0,Universal Pictures,PG-13,112,Romance,2008
The Love Guru,32235793,8641763,62000000.0,Paramount Pictures,PG-13,87,Comedy,2008
The Love Guru,32235793,8641763,62000000.0,Paramount Pictures,PG-13,87,Romance,2008
The Love Guru,32235793,8641763,62000000.0,Paramount Pictures,PG-13,87,Sport,2008
Quarantine,31691811,9628095,12000000.0,Screen Gems,R,89,Horror,2008
Quarantine,31691811,9628095,12000000.0,Screen Gems,R,89,Thriller,2008
Transporter 3,31715062,77264487,36000000.0,Lionsgate,PG-13,104,Action,2008
Transporter 3,31715062,77264487,36000000.0,Lionsgate,PG-13,104,Crime,2008
Transporter 3,31715062,77264487,36000000.0,Lionsgate,PG-13,104,Thriller,2008
Nick and Norah's Infinite Playlist,31487293,2069338,10000000.0,Sony Pictures Entertainment (SPE),PG-13,90,Comedy,2008
Nick and Norah's Infinite Playlist,31487293,2069338,10000000.0,Sony Pictures Entertainment (SPE),PG-13,90,Drama,2008
Nick and Norah's Infinite Playlist,31487293,2069338,10000000.0,Sony Pictures Entertainment (SPE),PG-13,90,Music,2008
Nick and Norah's Infinite Playlist,31487293,2069338,10000000.0,Sony Pictures Entertainment (SPE),PG-13,90,Romance,2008
The Eye,31418697,26591623,36000000.0,Lionsgate,PG-13,98,Drama,2008
The Eye,31418697,26591623,36000000.0,Lionsgate,PG-13,98,Horror,2008
The Eye,31418697,26591623,36000000.0,Lionsgate,PG-13,98,Mystery,2008
The Eye,31418697,26591623,36000000.0,Lionsgate,PG-13,98,Thriller,2008
Leatherheads,31373938,9945101,58000000.0,Universal Pictures,PG-13,114,Comedy,2008
Leatherheads,31373938,9945101,58000000.0,Universal Pictures,PG-13,114,Drama,2008
Leatherheads,31373938,9945101,58000000.0,Universal Pictures,PG-13,114,Romance,2008
Leatherheads,31373938,9945101,58000000.0,Universal Pictures,PG-13,114,Sport,2008
Zack and Miri Make a Porno,31457946,11324517,24000000.0,The Weinstein Company,R,101,Comedy,2008
Zack and Miri Make a Porno,31457946,11324517,24000000.0,The Weinstein Company,R,101,Romance,2008
Mirrors,30691439,47403275,36000000.0,Twentieth Century Fox,R,110,Horror,2008
Mirrors,30691439,47403275,36000000.0,Twentieth Century Fox,R,110,Mystery,2008
Space Chimps,30105968,34991725,37000000.0,Twentieth Century Fox,Not Rated,81,Adventure,2008
Space Chimps,30105968,34991725,37000000.0,Twentieth Century Fox,Not Rated,81,Animation,2008
Space Chimps,30105968,34991725,37000000.0,Twentieth Century Fox,Not Rated,81,Comedy,2008
Space Chimps,30105968,34991725,37000000.0,Twentieth Century Fox,Not Rated,81,Family,2008
Space Chimps,30105968,34991725,37000000.0,Twentieth Century Fox,Not Rated,81,Sci-Fi,2008
The Bank Job,30060660,34762136,36000000.0,Lionsgate,Not Rated,111,Crime,2008
The Bank Job,30060660,34762136,36000000.0,Lionsgate,Not Rated,111,Drama,2008
The Bank Job,30060660,34762136,36000000.0,Lionsgate,Not Rated,111,Thriller,2008
Untraceable,28687835,24245678,35000000.0,Screen Gems,R,101,Crime,2008
Untraceable,28687835,24245678,35000000.0,Screen Gems,R,101,Mystery,2008
Untraceable,28687835,24245678,35000000.0,Screen Gems,R,101,Thriller,2008
The Women,26902075,23105471,16000000.0,Picturehouse,PG-13,114,Comedy,2008
The Women,26902075,23105471,16000000.0,Picturehouse,PG-13,114,Drama,2008
One Missed Call,26890041,18957710,20000000.0,Warner Bros.,PG-13,87,Horror,2008
One Missed Call,26890041,18957710,20000000.0,Warner Bros.,PG-13,87,Mystery,2008
The Other Boleyn Girl,26814957,51384722,35000000.0,Sony Pictures Entertainment (SPE),PG-13,115,Biography,2008
The Other Boleyn Girl,26814957,51384722,35000000.0,Sony Pictures Entertainment (SPE),PG-13,115,Drama,2008
The Other Boleyn Girl,26814957,51384722,35000000.0,Sony Pictures Entertainment (SPE),PG-13,115,History,2008
The Other Boleyn Girl,26814957,51384722,35000000.0,Sony Pictures Entertainment (SPE),PG-13,115,Romance,2008
Street Kings,26418667,40057696,20000000.0,Fox Searchlight Pictures,R,109,Action,2008
Street Kings,26418667,40057696,20000000.0,Fox Searchlight Pictures,R,109,Crime,2008
Street Kings,26418667,40057696,20000000.0,Fox Searchlight Pictures,R,109,Drama,2008
Street Kings,26418667,40057696,20000000.0,Fox Searchlight Pictures,R,109,Thriller,2008
Shutter,25928550,22626756,36000000.0,Twentieth Century Fox,PG-13,85,Horror,2008
Shutter,25928550,22626756,36000000.0,Twentieth Century Fox,PG-13,85,Mystery,2008
Shutter,25928550,22626756,36000000.0,Twentieth Century Fox,PG-13,85,Thriller,2008
Superhero Movie,25881068,45656994,36000000.0,MGM/Weinstein,PG-13,75,Action,2008
Superhero Movie,25881068,45656994,36000000.0,MGM/Weinstein,PG-13,75,Comedy,2008
Superhero Movie,25881068,45656994,36000000.0,MGM/Weinstein,PG-13,75,Sci-Fi,2008
W.,25534493,4026094,25100000.0,Lionsgate,PG-13,129,Biography,2008
W.,25534493,4026094,25100000.0,Lionsgate,PG-13,129,Comedy,2008
W.,25534493,4026094,25100000.0,Lionsgate,PG-13,129,Drama,2008
W.,25534493,4026094,25100000.0,Lionsgate,PG-13,129,History,2008
Never Back Down,24850922,16776509,20000000.0,Summit Entertainment,PG-13,113,Action,2008
Never Back Down,24850922,16776509,20000000.0,Summit Entertainment,PG-13,113,Drama,2008
Never Back Down,24850922,16776509,20000000.0,Summit Entertainment,PG-13,113,Sport,2008
Traitor,23530831,4143633,22000000.0,Overture Films,PG-13,114,Action,2008
Traitor,23530831,4143633,22000000.0,Overture Films,PG-13,114,Crime,2008
Traitor,23530831,4143633,22000000.0,Overture Films,PG-13,114,Drama,2008
Traitor,23530831,4143633,22000000.0,Overture Films,PG-13,114,Thriller,2008
Vicky Cristina Barcelona,23216709,73192591,36000000.0,MGM/Weinstein,PG-13,96,Comedy,2008
Vicky Cristina Barcelona,23216709,73192591,36000000.0,MGM/Weinstein,PG-13,96,Drama,2008
Vicky Cristina Barcelona,23216709,73192591,36000000.0,MGM/Weinstein,PG-13,96,Romance,2008
Babylon A.D.,22532572,49576628,70000000.0,Twentieth Century Fox,PG-13,90,Action,2008
Babylon A.D.,22532572,49576628,70000000.0,Twentieth Century Fox,PG-13,90,Adventure,2008
Babylon A.D.,22532572,49576628,70000000.0,Twentieth Century Fox,PG-13,90,Sci-Fi,2008
Babylon A.D.,22532572,49576628,70000000.0,Twentieth Century Fox,PG-13,90,Thriller,2008
Slumdog Millionaire,141319928,237090185,15000000.0,Fox Searchlight Pictures,R,120,Drama,2008
Slumdog Millionaire,141319928,237090185,15000000.0,Fox Searchlight Pictures,R,120,Romance,2008
The X Files: I Want to Believe,20982478,48380903,30000000.0,Twentieth Century Fox,PG-13,104,Crime,2008
The X Files: I Want to Believe,20982478,48380903,30000000.0,Twentieth Century Fox,PG-13,104,Drama,2008
The X Files: I Want to Believe,20982478,48380903,30000000.0,Twentieth Century Fox,PG-13,104,Horror,2008
The X Files: I Want to Believe,20982478,48380903,30000000.0,Twentieth Century Fox,PG-13,104,Mystery,2008
The X Files: I Want to Believe,20982478,48380903,30000000.0,Twentieth Century Fox,PG-13,104,Sci-Fi,2008
The X Files: I Want to Believe,20982478,48380903,30000000.0,Twentieth Century Fox,PG-13,104,Thriller,2008
Mad Money,20668843,5743320,36000000.0,Overture Films,PG-13,104,Comedy,2008
Mad Money,20668843,5743320,36000000.0,Overture Films,PG-13,104,Crime,2008
Mad Money,20668843,5743320,36000000.0,Overture Films,PG-13,104,Thriller,2008
Appaloosa,20211394,7500968,20000000.0,Warner Bros.,R,115,Action,2008
Appaloosa,20211394,7500968,20000000.0,Warner Bros.,R,115,Crime,2008
Appaloosa,20211394,7500968,20000000.0,Warner Bros.,R,115,Drama,2008
Appaloosa,20211394,7500968,20000000.0,Warner Bros.,R,115,Romance,2008
Appaloosa,20211394,7500968,20000000.0,Warner Bros.,R,115,Western,2008
Igor,19528602,11365283,25000000.0,Metro-Goldwyn-Mayer (MGM),PG,87,Animation,2008
Igor,19528602,11365283,25000000.0,Metro-Goldwyn-Mayer (MGM),PG,87,Comedy,2008
Igor,19528602,11365283,25000000.0,Metro-Goldwyn-Mayer (MGM),PG,87,Family,2008
Igor,19528602,11365283,25000000.0,Metro-Goldwyn-Mayer (MGM),PG,87,Fantasy,2008
My Best Friend's Girl,19219250,22405437,20000000.0,Lionsgate,R,101,Comedy,2008
My Best Friend's Girl,19219250,22405437,20000000.0,Lionsgate,R,101,Romance,2008
Kit Kittredge: An American Girl,17657973,17657973,10000000.0,Picturehouse,Not Rated,101,Comedy,2008
Kit Kittredge: An American Girl,17657973,17657973,10000000.0,Picturehouse,Not Rated,101,Drama,2008
Kit Kittredge: An American Girl,17657973,17657973,10000000.0,Picturehouse,Not Rated,101,Family,2008
The Ruins,17432844,5385412,36000000.0,DreamWorks,R,90,Adventure,2008
The Ruins,17432844,5385412,36000000.0,DreamWorks,R,90,Fantasy,2008
The Ruins,17432844,5385412,36000000.0,DreamWorks,R,90,Horror,2008
The Ruins,17432844,5385412,36000000.0,DreamWorks,R,90,Mystery,2008
The Ruins,17432844,5385412,36000000.0,DreamWorks,R,90,Sci-Fi,2008
The Ruins,17432844,5385412,36000000.0,DreamWorks,R,90,Thriller,2008
88 Minutes,17213467,15379918,36000000.0,Sony Pictures Entertainment (SPE),R,108,Crime,2008
88 Minutes,17213467,15379918,36000000.0,Sony Pictures Entertainment (SPE),R,108,Drama,2008
88 Minutes,17213467,15379918,36000000.0,Sony Pictures Entertainment (SPE),R,108,Mystery,2008
88 Minutes,17213467,15379918,36000000.0,Sony Pictures Entertainment (SPE),R,108,Thriller,2008
Swing Vote,16289867,1344446,21000000.0,Walt Disney Studios Motion Pictures,PG-13,120,Comedy,2008
Swing Vote,16289867,1344446,21000000.0,Walt Disney Studios Motion Pictures,PG-13,120,Drama,2008
Pride and Glory,15740721,15459836,30000000.0,Warner Bros.,R,130,Crime,2008
Pride and Glory,15740721,15459836,30000000.0,Warner Bros.,R,130,Drama,2008
Pride and Glory,15740721,15459836,30000000.0,Warner Bros.,R,130,Thriller,2008
Bangkok Dangerous,15298133,27189257,45000000.0,Lionsgate,R,99,Action,2008
Bangkok Dangerous,15298133,27189257,45000000.0,Lionsgate,R,99,Crime,2008
Bangkok Dangerous,15298133,27189257,45000000.0,Lionsgate,R,99,Thriller,2008
Milk,31841299,22748259,20000000.0,Focus Features,R,128,Biography,2008
Milk,31841299,22748259,20000000.0,Focus Features,R,128,Drama,2008
Disaster Movie,14190901,20625923,20000000.0,Lionsgate,PG-13,87,Comedy,2008
Disaster Movie,14190901,20625923,20000000.0,Lionsgate,PG-13,87,Sci-Fi,2008
The Duchess,13848978,29494406,36000000.0,Paramount Vantage,PG-13,110,Biography,2008
The Duchess,13848978,29494406,36000000.0,Paramount Vantage,PG-13,110,Drama,2008
The Duchess,13848978,29494406,36000000.0,Paramount Vantage,PG-13,110,History,2008
The Duchess,13848978,29494406,36000000.0,Paramount Vantage,PG-13,110,Romance,2008
The Haunting of Molly Hartley,13559812,1858937,36000000.0,Freestyle Releasing,PG-13,82,Drama,2008
The Haunting of Molly Hartley,13559812,1858937,36000000.0,Freestyle Releasing,PG-13,82,Horror,2008
The Haunting of Molly Hartley,13559812,1858937,36000000.0,Freestyle Releasing,PG-13,82,Thriller,2008
Ghost Town,13367624,13722535,20000000.0,DreamWorks,PG-13,102,Comedy,2008
Ghost Town,13367624,13722535,20000000.0,DreamWorks,PG-13,102,Drama,2008
Ghost Town,13367624,13722535,20000000.0,DreamWorks,PG-13,102,Fantasy,2008
Ghost Town,13367624,13722535,20000000.0,DreamWorks,PG-13,102,Romance,2008
The Spirit,19806188,19358253,36000000.0,Lionsgate,PG-13,103,Action,2008
The Spirit,19806188,19358253,36000000.0,Lionsgate,PG-13,103,Crime,2008
The Spirit,19806188,19358253,36000000.0,Lionsgate,PG-13,103,Fantasy,2008
The Spirit,19806188,19358253,36000000.0,Lionsgate,PG-13,103,Thriller,2008
Religulous,13011160,627955,2500000.0,Lionsgate,R,101,Comedy,2008
Religulous,13011160,627955,2500000.0,Lionsgate,R,101,Documentary,2008
Religulous,13011160,627955,2500000.0,Lionsgate,R,101,War,2008
The Pirates Who Don't Do Anything: A VeggieTales Movie,12981269,266456,36000000.0,Universal Pictures,G,85,Adventure,2008
The Pirates Who Don't Do Anything: A VeggieTales Movie,12981269,266456,36000000.0,Universal Pictures,G,85,Animation,2008
The Pirates Who Don't Do Anything: A VeggieTales Movie,12981269,266456,36000000.0,Universal Pictures,G,85,Comedy,2008
The Pirates Who Don't Do Anything: A VeggieTales Movie,12981269,266456,36000000.0,Universal Pictures,G,85,Family,2008
The Pirates Who Don't Do Anything: A VeggieTales Movie,12981269,266456,36000000.0,Universal Pictures,G,85,Fantasy,2008
Under the Same Moon,12590147,10722902,36000000.0,The Weinstein Company,PG-13,106,Adventure,2008
Under the Same Moon,12590147,10722902,36000000.0,The Weinstein Company,PG-13,106,Drama,2008
Fly Me to the Moon 3D,13816982,27904432,25000000.0,Summit Entertainment,G,84,Adventure,2008
Fly Me to the Moon 3D,13816982,27904432,25000000.0,Summit Entertainment,G,84,Animation,2008
Fly Me to the Moon 3D,13816982,27904432,25000000.0,Summit Entertainment,G,84,Family,2008
Miss Pettigrew Lives for a Day,12313694,4411239,36000000.0,Focus Features,PG-13,92,Comedy,2008
Miss Pettigrew Lives for a Day,12313694,4411239,36000000.0,Focus Features,PG-13,92,Romance,2008
Soul Men,12082391,249246,36000000.0,MGM/Weinstein,R,100,Comedy,2008
Soul Men,12082391,249246,36000000.0,MGM/Weinstein,R,100,Drama,2008
Soul Men,12082391,249246,36000000.0,MGM/Weinstein,R,100,Music,2008
Doubt,33446470,18253514,20000000.0,Miramax,PG-13,104,Drama,2008
Doubt,33446470,18253514,20000000.0,Miramax,PG-13,104,Mystery,2008
Meet Dave,11803254,39536313,60000000.0,Twentieth Century Fox,PG,90,Adventure,2008
Meet Dave,11803254,39536313,60000000.0,Twentieth Century Fox,PG,90,Comedy,2008
Meet Dave,11803254,39536313,60000000.0,Twentieth Century Fox,PG,90,Family,2008
Meet Dave,11803254,39536313,60000000.0,Twentieth Century Fox,PG,90,Romance,2008
Meet Dave,11803254,39536313,60000000.0,Twentieth Century Fox,PG,90,Sci-Fi,2008
The Longshots,11537046,230820,36000000.0,MGM/Weinstein,PG,94,Biography,2008
The Longshots,11537046,230820,36000000.0,MGM/Weinstein,PG,94,Comedy,2008
The Longshots,11537046,230820,36000000.0,MGM/Weinstein,PG,94,Drama,2008
The Longshots,11537046,230820,36000000.0,MGM/Weinstein,PG,94,Family,2008
The Longshots,11537046,230820,36000000.0,MGM/Weinstein,PG,94,Sport,2008
Be Kind Rewind,11175164,19404242,36000000.0,New Line Cinema,PG-13,102,Comedy,2008
Doomsday,11008770,11463861,36000000.0,Rogue Pictures,R,113,Action,2008
Doomsday,11008770,11463861,36000000.0,Rogue Pictures,R,113,Sci-Fi,2008
Doomsday,11008770,11463861,36000000.0,Rogue Pictures,R,113,Thriller,2008
Stop-Loss,10915744,297209,25000000.0,Paramount Pictures,R,112,Drama,2008
Stop-Loss,10915744,297209,25000000.0,Paramount Pictures,R,112,War,2008
Rachel Getting Married,12796841,4141127,36000000.0,Sony Pictures Classics,R,113,Drama,2008
Rachel Getting Married,12796841,4141127,36000000.0,Sony Pictures Classics,R,113,Romance,2008
Penelope,10011996,11144274,36000000.0,Summit Entertainment,PG,104,Comedy,2008
Penelope,10011996,11144274,36000000.0,Summit Entertainment,PG,104,Fantasy,2008
Penelope,10011996,11144274,36000000.0,Summit Entertainment,PG,104,Romance,2008
The Express,9793406,14718,40000000.0,Universal Pictures,PG,130,Biography,2008
The Express,9793406,14718,40000000.0,Universal Pictures,PG,130,Drama,2008
The Express,9793406,14718,40000000.0,Universal Pictures,PG,130,Sport,2008
U2 3D,10363341,12367501,36000000.0,National Geographic Entertainment,Not Rated,85,Documentary,2008
U2 3D,10363341,12367501,36000000.0,National Geographic Entertainment,Not Rated,85,Music,2008
Smart People,9511289,2332315,36000000.0,Miramax,R,95,Comedy,2008
Smart People,9511289,2332315,36000000.0,Miramax,R,95,Drama,2008
Smart People,9511289,2332315,36000000.0,Miramax,R,95,Romance,2008
The Visitor,9427089,8770429,36000000.0,Overture Films,PG-13,104,Drama,2008
The Boy in the Striped Pajamas,9046156,31370407,36000000.0,Miramax,PG-13,94,Drama,2008
